name,categories,fragrance_notes,description,sizes,price_min,price_max,currency,in_stock,product_url,image_url,is_popular
Bleu De Channel L exclusif Super (Attar),,,"Bleu De Channel L exclusif Perfume by Al Haramain Perfumes is a Woody Aromatic fragrance for men. Fragrance Notes: Amber, Woody Notes, Labdanum & Sandalwood. A rich and elegant woody fragrance with warm amber, resinous labdanum, and creamy sandalwood. Smooth, long-lasting, and perfectly balanced with a deep, captivating trail. Bleu De Channel L exclusif Perfume Created by Al Haramain Perfumes Hyderabad.","3ml, 6ml, 12ml",250,1000,INR,true,https://alharamainperfumes.in/product/bleu-de-channel-l-exclusif-super-attar/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Khamra Dukhan (Perfume),Clone Perfumes,"Top: Spices, Pimento and Mandarin | Middle: Incense, Labdanum, Orange Blossom and Patchouli | Base: Praline, Tobacco, Amber, Tonka Bean and Benzoin","Khamra Dukhan by Al Haramain Perfumes is a Oriental fragrance for men. Top notes: Spices, Pimento and Mandarin Middle notes: Incense, Labdanum, Orange Blossom and Patchouli Base notes: Praline, Tobacco, Amber, Tonka Bean and Benzoin. The scent opens with an intriguing blend of aromatic spices, pimento, and juicy mandarin, creating a vibrant and captivating first impression. At its heart, rich notes of incense, labdanum, orange blossom, and patchouli add a smoky and resinous character with a touch of floral elegance. The fragrance finishes with an indulgent base of praline, tobacco, amber, tonka bean, and benzoin, leaving a warm, sensual, and long-lasting trail. Powerful and refined, Khamra Dukhan is the perfect companion for evenings, special occasions, and cooler weather, offering a luxurious scent experience that commands attention wherever you go. Khamra Dukhan Perfume Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/dukhan-perfume/,https://alharamainperfumes.in/wp-content/uploads/2026/06/glass-bottles-2.png,false
Khamra Dukhan (Attar),"Arabic Attar, Clone Attar","Top: Spices, Pimento and Mandarin | Middle: Incense, Labdanum, Orange Blossom and Patchouli | Base: Praline, Tobacco, Amber, Tonka Bean and Benzoin","Khamra Dukhan by Al Haramain Perfumes is a Oriental fragrance for men. Top notes: Spices, Pimento and Mandarin Middle notes: Incense, Labdanum, Orange Blossom and Patchouli Base notes: Praline, Tobacco, Amber, Tonka Bean and Benzoin. The scent opens with an intriguing blend of aromatic spices, pimento, and juicy mandarin, creating a vibrant and captivating first impression. At its heart, rich notes of incense, labdanum, orange blossom, and patchouli add a smoky and resinous character with a touch of floral elegance. The fragrance finishes with an indulgent base of praline, tobacco, amber, tonka bean, and benzoin, leaving a warm, sensual, and long-lasting trail. Powerful and refined, Khamra Dukhan is the perfect companion for evenings, special occasions, and cooler weather, offering a luxurious scent experience that commands attention wherever you go. Khamra Dukhan Attar Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/dukhan-attar/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Khamra Waha (Perfume),Clone Perfumes,"Top: Bergamot, Yuzu, Juniper and Ginger | Middle: Cucumber, Sea Salt, Iris and Sage | Base: Vanilla, Tonka Bean, Musk, Ambrofix™ and Akigalawood","Khamra Waha by Al Haramain Perfumes is a Aromatic Aquatic fragrance for women and men. Top notes : Bergamot, Yuzu, Juniper and Ginger Middle notes : Cucumber, Sea Salt, Iris and Sage Base notes : Vanilla, Tonka Bean, Musk, Ambrofix™ and Akigalawood. The fragrance opens with a vibrant blend of bergamot, yuzu, juniper, and ginger, delivering a crisp and energizing introduction. At its heart, notes of cucumber, sea salt, iris, and sage create a cool, airy character that evokes the feeling of an ocean breeze. The scent settles into a smooth and long-lasting base of vanilla, tonka bean, musk, Ambrofix™, and Akigalawood, leaving behind a warm, sophisticated trail. Fresh, versatile, and effortlessly refined, Khamrah Waha is the perfect choice for everyday wear, especially during warmer seasons, offering a clean yet captivating signature scent. Khamra Waha Perfume Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/waha-perfume/,https://alharamainperfumes.in/wp-content/uploads/2026/06/glass-bottles-2.png,false
Khamra Waha (Attar),"Arabic Attar, Clone Attar","Top: Bergamot, Yuzu, Juniper and Ginger | Middle: Cucumber, Sea Salt, Iris and Sage | Base: Vanilla, Tonka Bean, Musk, Ambrofix™ and Akigalawood","Khamra Waha by Al Haramain Perfumes is a Aromatic Aquatic fragrance for women and men. Top notes : Bergamot, Yuzu, Juniper and Ginger Middle notes : Cucumber, Sea Salt, Iris and Sage Base notes : Vanilla, Tonka Bean, Musk, Ambrofix™ and Akigalawood. The fragrance opens with a vibrant blend of bergamot, yuzu, juniper, and ginger, delivering a crisp and energizing introduction. At its heart, notes of cucumber, sea salt, iris, and sage create a cool, airy character that evokes the feeling of an ocean breeze. The scent settles into a smooth and long-lasting base of vanilla, tonka bean, musk, Ambrofix™, and Akigalawood, leaving behind a warm, sophisticated trail. Fresh, versatile, and effortlessly refined, Khamrah Waha is the perfect choice for everyday wear, especially during warmer seasons, offering a clean yet captivating signature scent. Khamra Waha Attar Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/waha-attar/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Spice and wood cree Attar,Indian,"Top: Apple, Lemon & Bergamot | Middle: Pepper, Birch, Clove, Angelica & Patchouli | Base: Cedar, oak moss, Musk & Iris","Spice and wood cree by Al Haramain Perfumes is a Oriental Woody fragrance for women and men. Top notes : Apple, Lemon & Bergamot Middle notes : Pepper, Birch, Clove, Angelica & Patchouli Base notes: Cedar, oak moss, Musk & Iris. Spice and Wood opens with aromas of Italian bergamot, Egyptian lemon and aromatic apples. Middle notes reveal Angelica root, rose, clove, desert peppers, patchouli and white birch. The composition finishes with a trail of cedar, Egyptian iris, oak moss and musk. Spice and wood cree Attar Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",250,500,INR,true,https://alharamainperfumes.in/product/spice-and-wood-cree-attar/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Spice and wood cree (Perfume),"Clone Perfumes, French","Top: Apple, Lemon & Bergamot | Middle: Pepper, Birch, Clove, Angelica & Patchouli | Base: Cedar, oak moss, Musk & Iris","Spice and wood cree by Al Haramain Perfumes is a Oriental Woody fragrance for women and men. Top notes : Apple, Lemon & Bergamot Middle notes : Pepper, Birch, Clove, Angelica & Patchouli Base notes: Cedar, oak moss, Musk & Iris. Spice and Wood opens with aromas of Italian bergamot, Egyptian lemon and aromatic apples. Middle notes reveal Angelica root, rose, clove, desert peppers, patchouli and white birch. The composition finishes with a trail of cedar, Egyptian iris, oak moss and musk. Spice and wood cree Perfume Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100 ml",300,2500,INR,true,https://alharamainperfumes.in/product/spice-and-wood-cree-perfume/,https://alharamainperfumes.in/wp-content/uploads/2026/07/Cowboy-100ml-Bottle.png,false
Bergamotto aqua di calabria (Perfume),Clone Perfumes,"Top: Bergamot | Middle: Orange, Grapefruit and Mandarin Orange | Base: Geranium and Fennel","Bergamotto aqua di calabria by Al Haramain Perfumes is a Citrus Aromatic fragrance for women and men. Top note: Bergamot. Middle notes: Orange, Grapefruit and Mandarin Orange; Base notes: Geranium and Fennel. From the onset of the fragrance, you would appear to be in a field of bergamots and seemingly picking the fruit with your own hands, brushing it delicately to immerse yourself in the bright fullness of its notes. Around the heart of the bergamot, every ingredient is orchestrated such as to exalt the various intonations which it already encompasses. The mandarin and orange notes exalt its succulent and fruity accents, whilst the grapefruit highlights its sour notes. The green tones of the ferula reveal its mineral intonations and its floral traces of the geranium highlight the enrobing sweetness. An olfactory pyramid with an original structure which expands the robustness of the bergamot in a surprising sensorial evolution. Bergamotto aqua di calabria Perfume Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/bergamotto-aqua-di-calabria-perfume/,https://alharamainperfumes.in/wp-content/uploads/2026/06/glass-bottles-2.png,false
Bergamotto aqua di calabria (Attar),"Arabic Attar, Clone Attar","Top: Bergamot | Middle: Orange, Grapefruit and Mandarin Orange | Base: Geranium and Fennel","Bergamotto aqua di calabria by Al Haramain Perfumes is a Citrus Aromatic fragrance for women and men. Top note: Bergamot. Middle notes: Orange, Grapefruit and Mandarin Orange; Base notes: Geranium and Fennel. From the onset of the fragrance, you would appear to be in a field of bergamots and seemingly picking the fruit with your own hands, brushing it delicately to immerse yourself in the bright fullness of its notes. Around the heart of the bergamot, every ingredient is orchestrated such as to exalt the various intonations which it already encompasses. The mandarin and orange notes exalt its succulent and fruity accents, whilst the grapefruit highlights its sour notes. The green tones of the ferula reveal its mineral intonations and its floral traces of the geranium highlight the enrobing sweetness. An olfactory pyramid with an original structure which expands the robustness of the bergamot in a surprising sensorial evolution. Bergamotto aqua di calabria Attar Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",150,600,INR,true,https://alharamainperfumes.in/product/bergamotto-aqua-di-calabria-attar/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Tango (Perfume),,"Top: Mango, Orange and Pomelo | Middle: Caramel, Vanilla and Jasmine | Base: Amber, Sage and Cedar Tango by Al Haramain Perfumes is a woody, fruity gourmand fragrance for women","Tango by Al Haramain Perfumes is a Oriental Vanilla fragrance for women Top notes : Mango, Orange and Pomelo. Middle notes: Caramel, Vanilla and Jasmine. Base notes : Amber, Sage and Cedar Tango by Al Haramain Perfumes is a woody, fruity gourmand fragrance for women. The composition opens with a vivid blend of orange, mango and pomelo, moving into a sweeter heart that combines caramel, vanilla and jasmine. Amber, cedar and sage form the base, adding warmth, gentle woods and an aromatic nuance that balance the brighter fruity and gourmand aspects of the scent. Tango Perfume Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 30 ml, 50 ml, 100 ml",100,800,INR,true,https://alharamainperfumes.in/product/tango-perfume/,https://alharamainperfumes.in/wp-content/uploads/2026/06/glass-bottles-2.png,false
Tango Attar,,"Top: Mango, Orange and Pomelo | Middle: Caramel, Vanilla and Jasmine | Base: Amber, Sage and Cedar Tango by Al Haramain Perfumes is a woody, fruity gourmand fragrance for women","Tango by Al Haramain Perfumes is a Oriental Vanilla fragrance for women Top notes : Mango, Orange and Pomelo. Middle notes: Caramel, Vanilla and Jasmine. Base notes : Amber, Sage and Cedar Tango by Al Haramain Perfumes is a woody, fruity gourmand fragrance for women. The composition opens with a vivid blend of orange, mango and pomelo, moving into a sweeter heart that combines caramel, vanilla and jasmine. Amber, cedar and sage form the base, adding warmth, gentle woods and an aromatic nuance that balance the brighter fruity and gourmand aspects of the scent. Tango Attar Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",100,400,INR,true,https://alharamainperfumes.in/product/tango-attar/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Impadia Perfume,"Clone Perfumes, Premium Perfumes","Top: Pear, Bergamot and Mandarin | Middle: Bulgarian Rose, Turkish Rose and African Orange Flower | Base: Akigalawood, Vanilla Absolute and Sandalwood","Impadia by Al Haramain Perfumes is a Floral Fruity Gourmand fragrance for women and men. The nose behind this fragrance is Jordi Fernández. Top notes :Pear, Bergamot and Mandarin Middle notes : Bulgarian Rose, Turkish Rose and African Orange Flower Base notes : Akigalawood, Vanilla Absolute and Sandalwood. Impadia Perfume Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",300,2500,INR,true,https://alharamainperfumes.in/product/impadia-perfume/,https://alharamainperfumes.in/wp-content/uploads/2026/07/Cowboy-100ml-Bottle.png,false
Impadia Attar,"Arabic Attar, Clone Attar, Premium Attars","Top: Pear, Bergamot and Mandarin | Middle: Bulgarian Rose, Turkish Rose and African Orange Flower | Base: Akigalawood, Vanilla Absolute and Sandalwood","Impadia by Al Haramain Perfumes is a Floral Fruity Gourmand fragrance for women and men. The nose behind this fragrance is Jordi Fernández. Top notes :Pear, Bergamot and Mandarin Middle notes : Bulgarian Rose, Turkish Rose and African Orange Flower Base notes : Akigalawood, Vanilla Absolute and Sandalwood. Impadia Perfume Created by Al Haramain Perfumes Hyderabad.","3 ml, 6 ml, 12 ml",250,1000,INR,true,https://alharamainperfumes.in/product/impadia-attar/,https://alharamainperfumes.in/wp-content/uploads/2025/09/WhatsApp-Image-2025-11-08-at-10.13.31-PM.jpeg,false
Gris charnel (Perfume),Clone Perfumes,"Top: Cardamom, Fig and Black Tea | Middle: Iris and Bourbon Vetiver | Base: Sandalwood and Tonka Bean","Gris Charnel by Al Haramain Perfumes is a Oriental Spicy fragrance for women and men. The nose behind this fragrance is Mathilde Bijaoui. Top notes: Cardamom, Fig and Black Tea Middle notes : Iris and Bourbon Vetiver Base notes : Sandalwood and Tonka Bean. Gris Charnel Perfume Created by Al Haramain Perfumes Hyderabad.","10 ml, 25 ml, 50 ml, 100ml",200,1500,INR,true,https://alharamainperfumes.in/product/gris-charnel-perfume/,https://alharamainperfumes.in/wp-content/uploads/2026/06/glass-bottles-2.png,false
